stdid,univcode,department_id,semester_clean,semester,term,course_name,subject,sub,facid,fac_fem,fac_female,course_rank,elite,age,female,reservation_stu,father_college,mother_college,b_i_jeemain_score,b_math_g1_score,b_physics_g1_score,e_math_g3_score,e_physics_g3_score,b_ct_score,b_ql_score,b_math_confidence,b_physics_confidence,e_math_confidence,e_physics_confidence,b_math_anxiety,b_physics_anxiety,e_math_anxiety,e_physics_anxiety,b_stay_branch,e_stay_branch,e_received_tutoring,b_salary_expected,e_salary_expected,b_n_friends,e_n_friends,e_ask_questions2,b_ask_questions2,you_equityminded_math,you_equityminded_physics,mates_equityminded_math,mates_equityminded_physics,e_mathstudy_25,b_mathstudy_25,e_physicsstudy_25,b_physicsstudy_25,e_mathstudy_27,b_mathstudy_27,e_physicsstudy_27,b_physicsstudy_27,e_mathstudy_29,b_mathstudy_29,e_physicsstudy_29,b_physicsstudy_29,b_received_tutoring,e_dropped_out,e_switchmajor,e_attend_grad_school,e_college_satisfied,e_stem_belonging_z,fac_associate_professor,fac_assistant_professor,fac_professor,fac_yearsinhighed,fac_degree_college_elite,reservation_fac,fac_age,fac_highest_degree_phd,fac_highest_degree_phd_in_prog,fac_highest_degree_masters,major_better_after2yrs,math_science_better_after2yrs,math_science_better_start,intelligence_beliefs,weekly_hours_tutoring,weekly_hours_homework_tests,weekly_hours_course,weekly_hours_advising_students,weekly_hours_lessons_planning,weekly_hours_teaching_class,tpi_score3,tpi_score4,tpi_score5,tpi_score8
100217,COL03,COL03_CS,1,1,1,SEM1_WRITING,writing,writing,F0108,1,1,36.170,0,18.200,0,0,0,1,44.085,65.071,55.059,57.209,56.792,41.050,45.054,2.340,1.901,2.446,1.795,2.962,2.754,2.331,2.019,1,1,0,607.717,727.935,6.807,10.618,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3.8179365704061357,0.455,1,0,1,9.872,0,0,58.107,1,0,0,1_strongly_disagree,1_strongly_disagree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,3.040,2.115,6.557,2.418,6.689,6.842,2.3396430669657464,0.013555032123884467,0.19190234775546086,-0.657462538915845
100217,COL03,COL03_CS,2,2,2,SEM2_MATH,math,math,F0110,0,0,8.511,0,18.200,0,0,0,1,44.085,65.071,55.059,57.209,56.792,41.050,45.054,2.340,1.901,2.446,1.795,2.962,2.754,2.331,2.019,1,1,0,607.717,727.935,6.807,10.618,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3.8179365704061357,0.455,0,1,0,5.791,1,1,39.709,1,0,0,1_strongly_disagree,2_disagree,4_agree,fixed intelligence&&strongly agree::can learn&&neither agree nor disagree::student control&&strongly disagree,1.191,4.219,4.711,1.785,4.476,10.775,-0.6345055249961383,0.12389703690267238,0.03923197921354159,-1.39309945690509
100217,COL03,COL03_CS,2,2,2,SEM2_PHYSICS,physics,physics,F0112,1,1,57.447,0,18.200,0,0,0,1,44.085,65.071,55.059,57.209,56.792,41.050,45.054,2.340,1.901,2.446,1.795,2.962,2.754,2.331,2.019,1,1,0,607.717,727.935,6.807,10.618,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3.8179365704061357,0.455,0,1,0,5.186,1,0,46.107,0,1,0,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,2.200,3.559,2.986,2.717,4.116,8.988,-0.1677849196431819,-1.0216748466224606,0.39020755920676964,-0.2242246737249619
100217,COL03,COL03_CS,2,2,2,SEM2_CIRCUITS,circuits,circuits,F0116,0,0,23.404,0,18.200,0,0,0,1,44.085,65.071,55.059,57.209,56.792,41.050,45.054,2.340,1.901,2.446,1.795,2.962,2.754,2.331,2.019,1,1,0,607.717,727.935,6.807,10.618,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3.8179365704061357,0.455,0,1,0,8.526,1,0,38.519,0,0,1,2_disagree,3_neither_agree_nor_disagree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,0.601,2.632,3.256,0.951,4.361,6.844,1.5356154834959304,1.3819057672497401,2.902353230862937,1.4152994861178276
100217,COL03,COL03_CS,2,2,2,SEM2_SOFT_SKILLS,soft skills,soft_skills,F0120,1,1,31.915,0,18.200,0,0,0,1,44.085,65.071,55.059,57.209,56.792,41.050,45.054,2.340,1.901,2.446,1.795,2.962,2.754,2.331,2.019,1,1,0,607.717,727.935,6.807,10.618,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3.8179365704061357,0.455,0,0,1,6.028,0,1,47.719,1,0,0,3_neither_agree_nor_disagree,3_neither_agree_nor_disagree,4_agree,fixed intelligence&&strongly agree::can learn&&neither agree nor disagree::student control&&strongly disagree,0.665,1.145,4.475,2.213,7.387,9.817,1.0204898017924493,1.1796474944194988,0.003684704199743302,-0.6791261549271534
100231,COL03,COL03_CS,1,1,1,SEM1_MATH,math,math,F0098,0,0,74.468,0,17.950,0,0,0,0,56.781,54.885,62.236,65.147,79.167,45.095,50.134,2.543,2.957,3.273,3.490,2.939,1.823,3.480,1.723,0,1,0,642.173,776.552,2.139,1.702,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.046399185366145,-0.520,1,0,0,10.362,0,1,45.674,1,0,0,4_agree,5_strongly_agree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,0.651,3.085,7.138,2.623,4.913,9.545,-0.3870779285017271,1.2018674106153664,-1.1210014732322011,0.5446852471294177
100231,COL03,COL03_CS,1,1,1,SEM1_PHYSICS,physics,physics,F0102,1,1,44.681,0,17.950,0,0,0,0,56.781,54.885,62.236,65.147,79.167,45.095,50.134,2.543,NA,3.273,3.490,2.939,1.823,3.480,1.723,0,1,0,642.173,776.552,2.139,1.702,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.046399185366145,-0.520,0,1,0,6.116,0,0,32.882,0,0,1,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,0.351,4.525,3.544,2.490,0.937,7.263,1.4882248263418847,-0.06933977157113438,0.23131849777353977,1.2159764497819885
100231,COL03,COL03_CS,1,1,1,SEM1_PROGRAMMING,programming,programming,F0105,1,1,80.851,1,17.950,0,0,0,0,56.781,54.885,62.236,65.147,79.167,45.095,50.134,2.543,2.957,3.273,3.490,2.939,1.823,3.480,1.723,0,1,0,642.173,776.552,2.139,1.702,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.046399185366145,-0.520,1,0,0,11.007,1,0,40.432,0,0,1,3_neither_agree_nor_disagree,3_neither_agree_nor_disagree,4_agree,fixed intelligence&&strongly agree::can learn&&neither agree nor disagree::student control&&strongly disagree,2.890,3.180,6.429,0.479,7.056,5.650,0.8654410262336091,-0.7882334043655469,-0.32700368112735345,1.6906079404016143
100231,COL03,COL03_CS,1,1,1,SEM1_WRITING,writing,writing,F0107,0,0,23.404,0,17.950,0,0,0,NA,56.781,54.885,62.236,65.147,79.167,45.095,50.134,2.543,2.957,3.273,3.490,2.939,1.823,3.480,1.723,0,1,0,642.173,776.552,2.139,1.702,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.046399185366145,-0.520,1,0,0,7.552,0,0,40.010,0,1,0,3_neither_agree_nor_disagree,4_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,2.492,3.957,6.265,2.690,1.816,6.407,0.6736177625843285,-1.2096397690478142,-0.02911618753072473,-0.9491783964100712
100231,COL03,COL03_CS,2,2,2,SEM2_MATH,math,math,F0110,0,0,25.532,0,17.950,0,0,0,0,56.781,54.885,62.236,65.147,79.167,45.095,50.134,2.543,2.957,3.273,3.490,2.939,1.823,3.480,1.723,0,1,0,642.173,776.552,2.139,1.702,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.046399185366145,-0.520,0,1,0,5.791,1,1,39.709,1,0,0,1_strongly_disagree,2_disagree,4_agree,fixed intelligence&&strongly agree::can learn&&neither agree nor disagree::student control&&strongly disagree,1.191,4.219,4.711,1.785,4.476,10.775,-0.6345055249961383,0.12389703690267238,0.03923197921354159,-1.39309945690509
100231,COL03,COL03_CS,2,2,2,SEM2_PHYSICS,physics,physics,F0112,1,1,27.660,0,17.950,0,0,0,0,56.781,54.885,62.236,65.147,79.167,45.095,50.134,2.543,2.957,3.273,3.490,2.939,1.823,3.480,1.723,0,1,0,642.173,776.552,2.139,1.702,1,1,1,0,1,NA,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.046399185366145,-0.520,0,1,0,5.186,1,0,46.107,0,1,0,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,2.200,3.559,2.986,2.717,4.116,8.988,-0.1677849196431819,-1.0216748466224606,0.39020755920676964,-0.2242246737249619
100231,COL03,COL03_CS,2,2,2,SEM2_CIRCUITS,circuits,circuits,F0117,1,1,36.170,0,17.950,0,0,0,0,56.781,54.885,62.236,65.147,79.167,45.095,50.134,2.543,2.957,3.273,3.490,2.939,1.823,3.480,1.723,0,1,0,642.173,776.552,2.139,1.702,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.046399185366145,-0.520,0,1,0,16.245,0,0,33.472,0,0,1,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,2.076,4.605,4.983,0.533,2.405,7.665,-0.12728267462765427,0.5631196596283392,0.8915689127527683,-0.34766438903258495
100231,COL03,COL03_CS,2,2,2,SEM2_SOFT_SKILLS,soft skills,soft_skills,F0119,0,0,72.340,0,17.950,0,0,0,0,56.781,54.885,62.236,65.147,79.167,45.095,50.134,2.543,2.957,3.273,3.490,2.939,1.823,3.480,1.723,0,1,0,642.173,776.552,2.139,1.702,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4.046399185366145,-0.520,0,1,0,10.007,0,0,40.891,0,0,1,5_strongly_agree,1_strongly_disagree,3_neither_agree_nor_disagree,fixed intelligence&&strongly disagree::can learn&&agree::student control&&disagree,2.844,1.535,7.190,1.815,4.312,9.903,-0.8121119280907994,0.21801509569540814,-0.3801989800785011,2.1407998984798637
100234,COL03,COL03_CS,1,1,1,SEM1_MATH,math,math,F0099,1,1,10.638,0,19.070,1,0,0,1,51.369,56.040,60.389,59.305,73.300,31.860,46.133,2.931,4.095,2.500,4.223,2.101,1.742,2.086,1.574,1,1,0,NA,908.153,5.406,1.916,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.76458555037374,0.434,0,1,0,14.611,0,0,56.433,1,0,0,2_disagree,2_disagree,3_neither_agree_nor_disagree,fixed intelligence&&strongly disagree::can learn&&agree::student control&&disagree,2.102,1.425,4.093,1.435,4.213,5.392,0.5234180992664839,-1.39378011060502,-0.09019821830537092,0.680061791522533
100234,COL03,COL03_CS,1,1,1,SEM1_PHYSICS,physics,physics,F0102,1,1,57.447,0,19.070,1,0,0,1,51.369,56.040,60.389,59.305,73.300,31.860,46.133,2.931,4.095,2.500,4.223,2.101,1.742,2.086,1.574,1,1,0,723.807,908.153,5.406,1.916,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.76458555037374,0.434,0,1,0,6.116,0,0,32.882,0,0,1,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,0.351,4.525,3.544,2.490,0.937,7.263,1.4882248263418847,-0.06933977157113438,0.23131849777353977,1.2159764497819885
100234,COL03,COL03_CS,1,1,1,SEM1_PROGRAMMING,programming,programming,F0104,0,0,38.298,0,19.070,1,0,0,1,51.369,56.040,60.389,59.305,73.300,31.860,46.133,2.931,4.095,2.500,4.223,2.101,1.742,2.086,1.574,1,1,0,723.807,908.153,5.406,1.916,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.76458555037374,0.434,0,0,1,19.909,0,0,48.986,1,0,0,5_strongly_agree,1_strongly_disagree,3_neither_agree_nor_disagree,fixed intelligence&&strongly disagree::can learn&&agree::student control&&disagree,1.474,0,7.123,2.898,3.283,11.775,0.7431296275072332,-1.3589292563168158,0.43131455102671984,1.0565602693644605
100234,COL03,COL03_CS,1,1,1,SEM1_WRITING,writing,writing,F0106,1,1,25.532,0,19.070,1,0,0,NA,51.369,56.040,60.389,59.305,73.300,31.860,46.133,2.931,4.095,2.500,4.223,2.101,1.742,2.086,1.574,1,1,0,723.807,908.153,5.406,1.916,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.76458555037374,0.434,0,1,0,13.787,1,0,29.340,1,0,0,4_agree,4_agree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,1.771,3.273,3.773,2.537,6.939,9.933,-0.22434233576150317,-0.6939787298993596,-0.48078464672173826,0.17218893724909848
100234,COL03,COL03_CS,2,2,2,SEM2_MATH,math,math,F0111,1,1,46.809,0,19.070,1,0,0,1,51.369,56.040,60.389,59.305,73.300,31.860,46.133,2.931,4.095,2.500,4.223,2.101,1.742,2.086,1.574,1,1,0,723.807,908.153,5.406,1.916,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.76458555037374,0.434,0,0,1,17.143,0,0,43.656,1,0,0,4_agree,4_agree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,2.152,1.860,4.125,2.966,4.032,11.006,-0.31351305296153975,-2.2685823550083652,2.2590219417929225,-0.5928132866652981
100234,COL03,COL03_CS,2,2,2,SEM2_PHYSICS,physics,physics,F0113,0,0,53.191,0,19.070,1,0,0,1,51.369,56.040,60.389,59.305,73.300,31.860,46.133,2.931,4.095,2.500,4.223,2.101,1.742,2.086,1.574,1,1,0,723.807,908.153,5.406,1.916,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.76458555037374,0.434,0,1,0,11.122,0,1,27.977,1,0,0,4_agree,5_strongly_agree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,2.608,2.506,6.992,1.528,2.247,8.481,0.6965283395437052,-1.3163043517604953,-0.2856575485543581,-0.02254278130892415
100234,COL03,COL03_CS,2,2,2,SEM2_CIRCUITS,circuits,circuits,F0117,1,1,31.915,1,19.070,1,0,0,1,51.369,56.040,60.389,59.305,73.300,31.860,NA,2.931,4.095,2.500,4.223,2.101,1.742,2.086,1.574,1,1,0,723.807,908.153,5.406,1.916,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.76458555037374,0.434,0,1,0,16.245,0,0,33.472,0,0,1,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,2.076,4.605,4.983,0.533,2.405,7.665,-0.12728267462765427,0.5631196596283392,0.8915689127527683,-0.34766438903258495
100234,COL03,COL03_CS,2,2,2,SEM2_SOFT_SKILLS,soft skills,soft_skills,F0119,0,0,34.043,1,19.070,1,0,0,1,51.369,56.040,60.389,59.305,73.300,31.860,46.133,2.931,4.095,2.500,4.223,2.101,1.742,2.086,1.574,1,1,0,723.807,908.153,5.406,1.916,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3.76458555037374,0.434,0,1,0,10.007,0,0,40.891,0,0,1,5_strongly_agree,1_strongly_disagree,3_neither_agree_nor_disagree,fixed intelligence&&strongly disagree::can learn&&agree::student control&&disagree,2.844,1.535,7.190,1.815,4.312,9.903,-0.8121119280907994,0.21801509569540814,-0.3801989800785011,2.1407998984798637
100226,COL03,COL03_CS,1,1,1,SEM1_MATH,math,math,F0097,1,1,48.936,0,18.100,0,0,0,0,50.601,53.903,57.027,56.639,53.349,22.620,48.021,2.065,1.909,2.040,1.657,4.022,3.849,4.197,3.437,1,0,0,717.490,845.566,3.750,1.444,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3.5870504243761494,0.785,0,1,0,6.900,1,1,39.088,1,0,0,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,3.549,2.376,4.606,2.715,5.551,8.638,-1.666166235791962,-0.5127247538850731,1.2218503369793927,0.7379025943968532
100226,COL03,COL03_CS,1,1,1,SEM1_PHYSICS,physics,physics,F0102,1,1,8.511,1,18.100,0,0,0,0,50.601,53.903,57.027,56.639,53.349,22.620,48.021,2.065,1.909,2.040,1.657,4.022,3.849,4.197,3.437,1,0,0,717.490,845.566,3.750,1.444,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3.5870504243761494,0.785,0,1,0,6.116,0,0,32.882,0,0,1,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,0.351,4.525,3.544,2.490,0.937,7.263,1.4882248263418847,-0.06933977157113438,0.23131849777353977,1.2159764497819885
100226,COL03,COL03_CS,1,1,1,SEM1_PROGRAMMING,programming,programming,F0103,1,1,34.043,0,18.100,0,0,0,0,50.601,53.903,57.027,56.639,53.349,22.620,48.021,2.065,1.909,2.040,1.657,4.022,3.849,4.197,3.437,1,0,0,717.490,845.566,3.750,1.444,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3.5870504243761494,0.785,0,1,0,14.758,0,0,37.590,0,0,1,1_strongly_disagree,1_strongly_disagree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,0.421,2.489,6.585,2.395,4.777,9.732,1.4125517225115016,1.4663490070547354,0.45644009589420864,0.25473424357429686
100226,COL03,COL03_CS,1,1,1,SEM1_WRITING,writing,writing,F0106,1,1,21.277,0,18.100,0,0,0,0,50.601,53.903,57.027,56.639,53.349,22.620,48.021,2.065,1.909,2.040,1.657,4.022,3.849,4.197,3.437,1,0,0,717.490,845.566,3.750,1.444,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3.5870504243761494,0.785,0,1,0,13.787,1,0,29.340,1,0,0,4_agree,4_agree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,1.771,3.273,3.773,2.537,6.939,9.933,-0.22434233576150317,-0.6939787298993596,-0.48078464672173826,0.17218893724909848
100226,COL03,COL03_CS,2,2,2,SEM2_MATH,math,math,F0110,0,0,4.255,1,18.100,0,0,0,0,50.601,53.903,57.027,56.639,53.349,22.620,48.021,2.065,1.909,2.040,1.657,4.022,3.849,4.197,3.437,1,0,0,717.490,845.566,3.750,1.444,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3.5870504243761494,0.785,0,1,0,5.791,1,1,39.709,1,0,0,1_strongly_disagree,2_disagree,4_agree,fixed intelligence&&strongly agree::can learn&&neither agree nor disagree::student control&&strongly disagree,1.191,4.219,4.711,1.785,4.476,10.775,-0.6345055249961383,0.12389703690267238,0.03923197921354159,-1.39309945690509
100226,COL03,COL03_CS,2,2,2,SEM2_PHYSICS,physics,physics,F0113,0,0,36.170,0,18.100,0,0,0,0,50.601,53.903,57.027,56.639,53.349,22.620,48.021,2.065,1.909,2.040,1.657,4.022,3.849,4.197,3.437,1,0,0,717.490,845.566,3.750,1.444,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3.5870504243761494,0.785,0,1,0,11.122,0,1,27.977,1,0,0,4_agree,5_strongly_agree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,2.608,2.506,6.992,1.528,2.247,8.481,0.6965283395437052,-1.3163043517604953,-0.2856575485543581,-0.02254278130892415
100226,COL03,COL03_CS,2,2,2,SEM2_CIRCUITS,circuits,circuits,F0115,1,1,38.298,0,18.100,0,0,0,0,50.601,53.903,57.027,56.639,53.349,22.620,48.021,2.065,1.909,2.040,1.657,4.022,3.849,4.197,3.437,1,0,0,717.490,845.566,3.750,1.444,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3.5870504243761494,0.785,0,0,1,14.391,0,0,35.437,1,0,0,3_neither_agree_nor_disagree,3_neither_agree_nor_disagree,4_agree,fixed intelligence&&strongly agree::can learn&&neither agree nor disagree::student control&&strongly disagree,1.460,3.553,4.914,0.432,5.516,7.835,0.08860394887513837,0.9621059495216863,-0.8738530224441022,-0.861229868440409
100226,COL03,COL03_CS,2,2,2,SEM2_SOFT_SKILLS,soft skills,soft_skills,F0118,1,1,68.085,0,18.100,0,0,0,0,50.601,53.903,57.027,56.639,53.349,22.620,48.021,2.065,1.909,2.040,1.657,4.022,3.849,4.197,3.437,1,0,0,717.490,845.566,3.750,1.444,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3.5870504243761494,0.785,0,1,0,8.870,0,0,49.136,0,1,0,1_strongly_disagree,1_strongly_disagree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,4.800,2.342,6.182,3.180,3.418,8.607,0.13008419662288742,-0.4581172002471036,0.37247788228429357,-0.2534564569773188
100200,COL03,COL03_CS,1,1,1,SEM1_MATH,math,math,F0098,0,0,89.362,0,18.260,1,0,1,0,62.334,63.231,65.367,64.066,70.653,43.421,43.699,2.945,3.225,3.764,3.502,2.501,2.321,2.929,2.612,1,0,0,629.808,806.121,8.769,10.540,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4.686279693539975,0.531,1,0,0,10.362,0,1,45.674,1,0,0,4_agree,5_strongly_agree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,0.651,3.085,7.138,2.623,4.913,9.545,-0.3870779285017271,1.2018674106153664,-1.1210014732322011,0.5446852471294177
100200,COL03,COL03_CS,1,1,1,SEM1_PHYSICS,physics,physics,F0102,1,1,74.468,0,18.260,1,0,1,0,62.334,63.231,65.367,64.066,70.653,43.421,43.699,2.945,3.225,3.764,3.502,2.501,2.321,2.929,2.612,1,0,0,629.808,806.121,8.769,10.540,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4.686279693539975,0.531,0,1,0,6.116,0,0,32.882,0,0,1,5_strongly_agree,5_strongly_agree,1_strongly_disagree,fixed intelligence&&neither agree nor disagree::can learn&&strongly disagree::student control&&agree,0.351,4.525,3.544,2.490,0.937,7.263,1.4882248263418847,-0.06933977157113438,0.23131849777353977,1.2159764497819885
100200,COL03,COL03_CS,1,1,1,SEM1_PROGRAMMING,programming,programming,F0105,1,1,61.702,0,18.260,1,0,1,0,62.334,63.231,65.367,64.066,70.653,43.421,43.699,2.945,3.225,3.764,3.502,2.501,2.321,2.929,2.612,1,0,0,629.808,806.121,8.769,10.540,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4.686279693539975,0.531,1,0,0,11.007,1,0,40.432,0,0,1,3_neither_agree_nor_disagree,3_neither_agree_nor_disagree,4_agree,fixed intelligence&&strongly agree::can learn&&neither agree nor disagree::student control&&strongly disagree,2.890,3.180,6.429,0.479,7.056,5.650,0.8654410262336091,-0.7882334043655469,-0.32700368112735345,1.6906079404016143
100200,COL03,COL03_CS,1,1,1,SEM1_WRITING,writing,writing,F0106,1,1,87.234,1,18.260,1,0,1,0,62.334,63.231,65.367,64.066,70.653,43.421,43.699,2.945,3.225,3.764,3.502,2.501,2.321,2.929,2.612,1,0,0,629.808,806.121,8.769,10.540,0,0,NA,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4.686279693539975,0.531,0,1,0,13.787,1,0,29.340,1,0,0,4_agree,4_agree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,1.771,3.273,3.773,2.537,6.939,9.933,-0.22434233576150317,-0.6939787298993596,-0.48078464672173826,0.17218893724909848
100200,COL03,COL03_CS,2,2,2,SEM2_MATH,math,math,F0109,1,1,80.851,1,18.260,1,0,1,0,62.334,63.231,65.367,64.066,70.653,43.421,43.699,2.945,3.225,3.764,3.502,2.501,2.321,2.929,2.612,1,0,0,629.808,806.121,8.769,10.540,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4.686279693539975,0.531,1,0,1,8.108,0,0,37.795,0,1,0,2_disagree,2_disagree,3_neither_agree_nor_disagree,fixed intelligence&&strongly disagree::can learn&&agree::student control&&disagree,2.527,5.353,6.241,1.068,3.823,9.372,0.1501945692497785,0.44078673080830943,0.7579126304186374,0.12541305027247032
100200,COL03,COL03_CS,2,2,2,SEM2_PHYSICS,physics,physics,F0113,0,0,51.064,0,18.260,1,0,1,0,62.334,63.231,65.367,64.066,70.653,43.421,43.699,2.945,3.225,3.764,3.502,2.501,2.321,2.929,2.612,1,0,0,629.808,806.121,8.769,10.540,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4.686279693539975,0.531,0,1,0,11.122,0,1,27.977,1,0,0,4_agree,5_strongly_agree,2_disagree,fixed intelligence&&disagree::can learn&&strongly agree::student control&&neither agree nor disagree,2.608,2.506,6.992,1.528,2.247,8.481,0.6965283395437052,-1.3163043517604953,-0.2856575485543581,-0.02254278130892415
100200,COL03,COL03_CS,2,2,2,SEM2_CIRCUITS,circuits,circuits,F0116,0,0,80.851,0,18.260,1,0,1,0,62.334,63.231,65.367,64.066,70.653,43.421,43.699,2.945,3.225,3.764,3.502,2.501,2.321,2.929,2.612,1,0,0,629.808,806.121,8.769,10.540,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4.686279693539975,0.531,0,1,0,8.526,1,0,38.519,0,0,1,2_disagree,3_neither_agree_nor_disagree,5_strongly_agree,fixed intelligence&&agree::can learn&&disagree::student control&&strongly agree,0.601,2.632,3.256,0.951,4.361,6.844,1.5356154834959304,1.3819057672497401,2.902353230862937,1.4152994861178276
100200,COL03,COL03_CS,2,2,2,SEM2_SOFT_SKILLS,soft skills,soft_skills,F0119,0,0,17.021,1,18.260,1,0,1,0,62.334,63.231,65.367,NA,70.653,43.421,43.699,2.945,3.225,3.764,3.502,2.501,2.321,2.929,2.612,1,0,0,629.808,806.121,8.769,10.540,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,4.686279693539975,0.531,0,1,0,10.007,0,0,40.891,0,0,1,5_strongly_agree,1_strongly_disagree,3_neither_agree_nor_disagree,fixed intelligence&&strongly disagree::can learn&&agree::student control&&disagree,2.844,1.535,7.190,1.815,4.312,9.903,-0.8121119280907994,0.21801509569540814,-0.3801989800785011,2.1407998984798637
